NUTS2024,NUTS2021,NUTS2016,NUTS2013,NUTS2010,NUTS2006,NUTS2003,NUTS1999
PL619,PL619,PL619,PL619,NA,NA,NA,NA
PL621,PL621,PL621,PL621,PL621,PL621,PL621,NA
PL622,PL622,PL622,PL622,PL622,PL622,PL622,NA
PL623,PL623,PL623,PL623,PL623,PL623,PL623,NA
PL633,PL633,PL633,PL633,PL633,PL633,PL633,NA
PL634,PL634,PL634,PL634,PL634,PL634,PL632,NA
PL636,PL636,PL636,PL636,NA,NA,NA,NA
PL637,PL637,PL637,PL637,NA,NA,NA,NA
PL638,PL638,PL638,PL638,NA,NA,NA,NA
PL711,PL711,PL711,PL113,PL113,PL113,PL113,NA
PL712,PL712,PL712,PL114,PL114,PL114,NA,NA
PL713,PL713,PL713,PL115,PL115,PL115,NA,NA
PL714,PL714,PL714,PL116,PL116,PL116,NA,NA
PL715,PL715,PL715,PL117,PL117,PL117,NA,NA
PL721,PL721,PL721,PL331,PL331,PL331,PL330,NA
PL722,PL722,PL722,PL332,PL332,PL332,PL330,NA
PL811,PL811,PL811,PL311,PL311,PL311,PL311,NA
PL812,PL812,PL812,PL312,PL312,PL312,PL312,NA
PL814,PL814,PL814,PL314,PL314,PL314,PL313,NA
PL815,PL815,PL815,PL315,PL315,PL315,PL313,NA
PL821,PL821,PL821,PL323,PL323,PL323,NA,NA
PL822,PL822,PL822,PL324,PL324,PL324,NA,NA
PL823,PL823,PL823,PL325,PL325,PL325,NA,NA
PL824,PL824,PL824,PL326,PL326,PL326,NA,NA
PL841,PL841,PL841,PL343,PL343,PL343,NA,NA
PL842,PL842,PL842,PL344,PL344,PL344,NA,NA
PL843,PL843,PL843,PL345,PL345,PL345,NA,NA
PL911,PL911,PL911,PL127,PL127,PL127,PL127,NA
PL912,PL912,PL912,PL129,PL129,PL129,NA,NA
PL913,PL913,PL913,PL12A,PL12A,PL12A,NA,NA
PL921,PL921,PL921,PL128,PL128,PL128,NA,NA
PL922,PL922,PL922,PL12B,NA,NA,NA,NA
PL923,PL923,PL923,PL12C,NA,NA,NA,NA
PL924,PL924,PL924,PL12D,NA,NA,NA,NA
PL925,PL925,PL925,PL12E,NA,NA,NA,NA
PL926,PL926,PL926,NA,NA,NA,NA,NA
PLZZZ,PLZZZ,PLZZZ,PLZZZ,PLZZZ,PLZZZ,PLZZZ,NA
PT111,PT111,PT111,PT111,PT111,PT111,PT111,PT111
PT112,PT112,PT112,PT112,PT112,PT112,PT112,PT112
PT119,PT119,PT119,PT119,NA,NA,NA,NA
PT11A,PT11A,PT11A,PT11A,NA,NA,NA,NA
PT11B,PT11B,PT11B,PT11B,NA,NA,NA,NA
PT11C,PT11C,PT11C,PT11C,NA,NA,NA,NA
PT11D,PT11D,PT11D,PT11D,NA,NA,NA,NA
PT11E,PT11E,PT11E,PT11E,NA,NA,NA,NA
PT150,PT150,PT150,PT150,PT150,PT150,PT150,PT15
PT150,PT150,PT150,PT150,PT150,PT150,PT150,PT15
PT191,PT16D,PT16D,PT16D,NA,NA,NA,NA
PT192,PT16E,PT16E,PT16E,NA,NA,NA,NA
PT193,PT16F,PT16F,PT16F,NA,NA,NA,NA
PT194,PT16G,PT16G,PT16G,NA,NA,NA,NA
PT196,PT16J,PT16J,PT16J,PT167,PT167,PT167,PT127
PT196,PT16J,PT16J,PT16J,PT168,PT168,PT168,PT128
PT196,PT16J,PT16J,PT16J,PT16A,PT16A,PT16A,PT12A
PT1C1,PT181,PT181,PT181,PT181,PT181,PT181,PT141
PT1C2,PT184,PT184,PT184,PT184,PT184,PT184,PT144
PT1C3,PT186,PT186,PT186,NA,NA,NA,NA
PT1C4,PT187,PT187,PT187,NA,NA,NA,NA
PT1D1,PT16B,PT16B,PT16B,PT16B,PT16B,PT16B,PT131
PT1D3,PT185,PT185,PT185,PT185,PT185,PT185,PT135
PT200,PT200,PT200,PT200,PT200,PT200,PT200,PT2
PT200,PT200,PT200,PT200,PT200,PT200,PT200,PT2
PT200,PT200,PT200,PT200,PT200,PT200,PT200,PT2
PT300,PT300,PT300,PT300,PT300,PT300,PT300,PT3
PT300,PT300,PT300,PT300,PT300,PT300,PT300,PT3
PT300,PT300,PT300,PT300,PT300,PT300,PT300,PT3
PTZZZ,PTZZZ,PTZZZ,PTZZZ,PTZZZ,PTZZZ,PTZZZ,NA
RO111,RO111,RO111,RO111,RO111,RO111,RO061,NA
RO112,RO112,RO112,RO112,RO112,RO112,RO062,NA
RO113,RO113,RO113,RO113,RO113,RO113,RO063,NA
RO114,RO114,RO114,RO114,RO114,RO114,RO064,NA
RO115,RO115,RO115,RO115,RO115,RO115,RO065,NA
RO116,RO116,RO116,RO116,RO116,RO116,RO066,NA
RO121,RO121,RO121,RO121,RO121,RO121,RO071,NA
RO122,RO122,RO122,RO122,RO122,RO122,RO072,NA
RO123,RO123,RO123,RO123,RO123,RO123,RO073,NA
RO124,RO124,RO124,RO124,RO124,RO124,RO074,NA
RO125,RO125,RO125,RO125,RO125,RO125,RO075,NA
RO126,RO126,RO126,RO126,RO126,RO126,RO076,NA
RO211,RO211,RO211,RO211,RO211,RO211,RO011,NA
RO212,RO212,RO212,RO212,RO212,RO212,RO012,NA
RO213,RO213,RO213,RO213,RO213,RO213,RO013,NA
RO214,RO214,RO214,RO214,RO214,RO214,RO014,NA
RO215,RO215,RO215,RO215,RO215,RO215,RO015,NA
RO216,RO216,RO216,RO216,RO216,RO216,RO016,NA
RO221,RO221,RO221,RO221,RO221,RO221,RO021,NA
RO222,RO222,RO222,RO222,RO222,RO222,RO022,NA
RO223,RO223,RO223,RO223,RO223,RO223,RO023,NA
RO224,RO224,RO224,RO224,RO224,RO224,RO024,NA
RO225,RO225,RO225,RO225,RO225,RO225,RO025,NA
RO226,RO226,RO226,RO226,RO226,RO226,RO026,NA
RO311,RO311,RO311,RO311,RO311,RO311,RO031,NA
RO312,RO312,RO312,RO312,RO312,RO312,RO032,NA
RO313,RO313,RO313,RO313,RO313,RO313,RO033,NA
RO314,RO314,RO314,RO314,RO314,RO314,RO034,NA
RO315,RO315,RO315,RO315,RO315,RO315,RO035,NA
RO316,RO316,RO316,RO316,RO316,RO316,RO036,NA
RO317,RO317,RO317,RO317,RO317,RO317,RO037,NA
RO321,RO321,RO321,RO321,RO321,RO321,RO081,NA
RO322,RO322,RO322,RO322,RO322,RO322,RO082,NA
RO411,RO411,RO411,RO411,RO411,RO411,RO041,NA
RO412,RO412,RO412,RO412,RO412,RO412,RO042,NA
RO413,RO413,RO413,RO413,RO413,RO413,RO043,NA
RO414,RO414,RO414,RO414,RO414,RO414,RO044,NA
RO415,RO415,RO415,RO415,RO415,RO415,RO045,NA
RO421,RO421,RO421,RO421,RO421,RO421,RO051,NA
RO422,RO422,RO422,RO422,RO422,RO422,RO052,NA
RO423,RO423,RO423,RO423,RO423,RO423,RO053,NA
RO424,RO424,RO424,RO424,RO424,RO424,RO054,NA
ROZZZ,ROZZZ,ROZZZ,ROZZZ,ROZZZ,ROZZZ,ROZZZ,NA
SE110,SE110,SE110,SE110,SE110,SE110,SE010,SE011
SE121,SE121,SE121,SE121,SE121,SE121,NA,NA
SE122,SE122,SE122,SE122,SE122,SE122,SE022,SE022
SE123,SE123,SE123,SE123,SE123,SE123,SE023,SE023
SE124,SE124,SE124,SE124,SE124,SE124,SE024,SE024
SE125,SE125,SE125,SE125,SE125,SE125,NA,NA
SE211,SE211,SE211,SE211,SE211,SE211,SE091,SE091
SE212,SE212,SE212,SE212,SE212,SE212,SE092,SE092
SE213,SE213,SE213,SE213,SE213,SE213,SE093,SE093
SE214,SE214,SE214,SE214,SE214,SE214,SE094,SE094
SE221,SE221,SE221,SE221,SE221,SE221,SE041,SE041
SE224,SE224,SE224,SE224,SE224,SE224,SE044,SE044
SE224,SE224,SE224,SE224,SE224,SE224,SE044,SE044
SE231,SE231,SE231,SE231,SE231,SE231,SE0A1,SE0A1
SE232,SE232,SE232,SE232,SE232,SE232,SE0A2,SE0A2
SE311,SE311,SE311,SE311,SE311,SE311,SE061,SE061
SE312,SE312,SE312,SE312,SE312,SE312,SE062,SE062
SE313,SE313,SE313,SE313,SE313,SE313,SE063,SE063
SE321,SE321,SE321,SE321,SE321,SE321,SE071,SE071
SE322,SE322,SE322,SE322,SE322,SE322,SE072,SE072
SE331,SE331,SE331,SE331,SE331,SE331,SE081,SE081
SE332,SE332,SE332,SE332,SE332,SE332,SE082,SE082
SEZZZ,SEZZZ,SEZZZ,SEZZZ,SEZZZ,SEZZZ,SEZZZ,NA
SI031,SI031,SI031,SI031,SI011,SI011,SI001,NA
SI032,SI032,SI032,SI032,SI012,SI012,SI002,NA
SI033,SI033,SI033,SI033,SI013,SI013,SI003,NA
SI034,SI034,SI034,SI034,NA,NA,NA,NA
SI035,SI035,SI035,SI035,NA,NA,NA,NA
SI036,SI036,SI036,SI036,NA,NA,NA,NA
SI037,SI037,SI037,SI037,SI017,SI017,SI00D,NA
SI038,SI038,SI038,SI038,SI018,SI018,SI00A,NA
SI041,SI041,SI041,SI041,NA,NA,NA,NA
SI042,SI042,SI042,SI042,SI022,SI022,SI009,NA
SI043,SI043,SI043,SI043,SI023,SI023,SI00B,NA
SI044,SI044,SI044,SI044,SI024,SI024,SI00C,NA
SIZZZ,SIZZZ,SIZZZ,SIZZZ,SIZZZ,SIZZZ,SIZZZ,NA
SK010,SK010,SK010,SK010,SK010,SK010,SK010,NA
SK021,SK021,SK021,SK021,SK021,SK021,SK021,NA
SK022,SK022,SK022,SK022,SK022,SK022,SK022,NA
SK023,SK023,SK023,SK023,SK023,SK023,SK023,NA
SK031,SK031,SK031,SK031,SK031,SK031,SK031,NA
SK032,SK032,SK032,SK032,SK032,SK032,SK032,NA
SK041,SK041,SK041,SK041,SK041,SK041,SK041,NA
SK042,SK042,SK042,SK042,SK042,SK042,SK042,NA
SKZZZ,SKZZZ,SKZZZ,SKZZZ,SKZZZ,SKZZZ,SKZZZ,NA
NA,NA,BE324,BE324,BE324,BE324,BE324,BE324
NA,NA,BE327,BE327,BE327,BE327,BE327,BE327
NA,NA,NA,NA,NA,NA,DK001,DK001
NA,NA,NA,NA,NA,NA,DK002,DK002
NA,NA,NA,NA,NA,NA,DK003,DK003
NA,NA,NA,NA,NA,NA,DK004,DK004
NA,NA,NA,NA,NA,NA,DK005,DK005
NA,NA,NA,NA,NA,NA,DK006,DK006
NA,NA,NA,NA,NA,NA,DK009,DK009
NA,NA,NA,NA,NA,NA,DK00A,DK00A
NA,NA,NA,NA,NA,NA,DK00B,DK00B
NA,NA,NA,NA,NA,NA,DK00C,DK00C
NA,NA,NA,NA,NA,NA,DK00D,DK00D
NA,NA,NA,NA,NA,NA,DK00E,DK00E
NA,NA,NA,NA,NA,NA,DK00F,DK00F
NA,NA,NA,NA,DE801,DE801,DE801,DE801
NA,NA,NA,NA,DE802,DE802,DE802,DE802
NA,NA,NA,NA,DE808,DE808,DE808,DE808
NA,NA,NA,NA,DE80B,DE80B,DE80B,DE80B
NA,NA,NA,NA,DE80C,DE80C,DE80C,DE80C
NA,NA,NA,NA,DE80F,DE80F,DE80F,DE80F
NA,NA,NA,NA,DE80I,DE80I,DE80I,DE80I
NA,NA,NA,DE915,DE915,DE915,DE915,DE915
NA,NA,NA,DE919,DE919,DE919,DE919,DE919
NA,NA,NA,NA,NA,DED1,DED1,DED1
NA,NA,NA,NA,NA,DED3,DED3,DED3
NA,NA,NA,NA,NA,NA,DEE11,DEE11
NA,NA,NA,NA,NA,NA,DEE12,DEE12
NA,NA,NA,NA,NA,NA,DEE13,DEE13
NA,NA,NA,NA,NA,NA,DEE14,DEE14
NA,NA,NA,NA,NA,NA,DEE15,DEE15
NA,NA,NA,NA,NA,NA,DEE16,DEE16
NA,NA,NA,NA,NA,NA,DEE32,DEE32
NA,NA,NA,NA,NA,NA,DEE34,DEE34
NA,NA,NA,NA,NA,NA,DEE35,DEE35
NA,NA,NA,NA,NA,NA,DEE38,DEE38
NA,NA,NA,NA,NA,NA,DEE39,DEE39
NA,NA,NA,NA,NA,NA,DEE3A,DEE3A
NA,DEG04,DEG04,DEG04,DEG04,DEG04,DEG04,DEG04
NA,DEG0N,DEG0N,DEG0N,DEG0N,DEG0N,DEG0N,DEG0N
NA,DEG0P,DEG0P,DEG0P,DEG0P,DEG0P,DEG0P,DEG0P
NA,DEG0B,DEG0B,DEG0B,DEG0B,DEG0B,DEG0B,DEG0B
NA,DEG0F,DEG0F,DEG0F,DEG0F,DEG0F,DEG0F,DEG0F
NA,DEG0H,DEG0H,DEG0H,DEG0H,DEG0H,DEG0H,DEG0H
NA,DEG0I,DEG0I,DEG0I,DEG0I,DEG0I,DEG0I,DEG0I
NA,NA,NA,NA,EL1,GR1,GR1,GR1
NA,NA,NA,NA,EL2,GR2,GR2,GR2
NA,NA,NA,FR2,FR2,FR2,FR2,FR2
NA,NA,NA,FR3,FR3,FR3,FR3,FR3
NA,NA,NA,FR3,FR3,FR3,FR3,FR3
NA,NA,NA,FR4,FR4,FR4,FR4,FR4
NA,NA,NA,FR5,FR5,FR5,FR5,FR5
NA,NA,NA,FR6,FR6,FR6,FR6,FR6
NA,NA,NA,FR8,FR8,FR8,FR8,FR8
NA,NA,NA,NA,FR9,FR9,FR9,FR9
NA,NA,NA,NA,FR91,FR91,FR91,FR91
NA,NA,NA,NA,FR910,FR910,FR910,FR91
NA,NA,NA,NA,FR91,FR91,FR91,FR91
NA,NA,NA,NA,FR910,FR910,FR910,FR91
NA,NA,NA,IE01,IE01,IE01,IE01,IE01
NA,NA,NA,IE02,IE02,IE02,IE02,IE02
NA,NA,NA,NA,NA,ITD,ITD,IT3
NA,NA,NA,NA,NA,ITD,ITD,IT4
NA,NA,NA,NA,NA,ITD5,ITD5,IT4
NA,NA,NA,NA,NA,ITD,ITD,IT4
NA,NA,NA,NA,NA,ITD5,ITD5,IT4
NA,NA,NA,NA,NA,ITD59,ITD59,IT409
NA,NA,NA,NA,NA,ITE,ITE,IT5
NA,NA,NA,NA,NA,ITE3,ITE3,IT53
NA,NA,NA,NA,NA,ITE31,ITE31,IT531
NA,NA,NA,NA,NA,ITE,ITE,IT6
NA,NA,NA,NA,NA,ITE,ITE,IT6
NA,NA,NA,NA,NA,ITF41,ITF41,IT911
NA,NA,NA,NA,NA,ITF42,ITF42,IT912
NA,NA,ITG29,ITG29,ITG29,ITG29,ITG21,ITB01
NA,NA,NA,NA,NA,NA,ITG22,ITB02
NA,NA,NA,NA,NA,NA,ITG23,ITB03
NA,NA,ITG2B,ITG2B,ITG2B,ITG2B,ITG24,ITB04
NA,NA,ITG2C,ITG2C,ITG2C,ITG2C,ITG24,ITB04
NA,NL111,NL111,NL111,NL111,NL111,NL111,NL111
NA,NL113,NL113,NL113,NL113,NL113,NL113,NL113
NA,NL124,NL124,NL121,NL121,NL121,NL121,NL121
NA,NL125,NL125,NL122,NL122,NL122,NL122,NL122
NA,NA,NA,NA,NA,NA,NL222,NL222
NA,NA,NA,NA,NA,NA,NL223,NL223
NA,NL31,NL31,NL31,NL31,NL31,NL31,NL31
NA,NL310,NL310,NL310,NL310,NL310,NL310,NL31
NA,NL31,NL31,NL31,NL31,NL31,NL31,NL31
NA,NL310,NL310,NL310,NL310,NL310,NL310,NL31
NA,NL324,NL324,NL324,NL324,NL324,NL324,NL324
NA,NL329,NL329,NL326,NL326,NL326,NL326,NL326
NA,NL33,NL33,NL33,NL33,NL33,NL33,NL33
NA,NA,NA,NA,NA,NL331,NL331,NL331
NA,NA,NA,NA,NA,NL334,NL334,NL334
NA,NA,NA,NA,NA,NL335,NL335,NL335
NA,NA,NA,NA,NA,NL336,NL336,NL336
NA,NL412,NL412,NL412,NL412,NL412,NL412,NL412
NA,NL413,NL413,NL413,NL413,NL413,NL413,NL413
NA,NA,NA,NA,PT113,PT113,PT113,PT113
NA,NA,NA,NA,PT114,PT114,PT114,PT114
NA,NA,NA,NA,PT115,PT115,PT115,PT115
NA,NA,NA,NA,PT116,PT116,PT116,PT116
NA,NA,NA,NA,PT117,PT117,PT117,PT117
NA,NA,NA,NA,PT118,PT118,PT118,PT118
NA,PT16,PT16,PT16,PT16,PT16,PT16,PT12
NA,NA,NA,NA,PT161,PT161,PT161,PT121
NA,NA,NA,NA,PT162,PT162,PT162,PT122
NA,NA,NA,NA,PT163,PT163,PT163,PT123
NA,NA,NA,NA,PT164,PT164,PT164,PT124
NA,NA,NA,NA,PT165,PT165,PT165,PT125
NA,NA,NA,NA,PT166,PT166,PT166,PT126
NA,NA,NA,NA,PT169,PT169,PT169,PT129
NA,NA,NA,NA,NA,NA,NA,PT13
NA,PT170,PT170,PT170,PT171,PT171,PT171,PT132
NA,PT170,PT170,PT170,PT172,PT172,PT172,PT133
NA,NA,NA,NA,PT16C,PT16C,PT16C,PT134
NA,PT18,PT18,PT18,PT18,PT18,PT18,PT14
NA,NA,NA,NA,PT182,PT182,PT182,PT142
NA,NA,NA,NA,PT183,PT183,PT183,PT143
NA,FI1D1,FI1D1,FI1D1,FI1D1,FI131,FI131,FI131
NA,FI1D2,FI1D2,FI1D2,FI1D2,FI132,FI132,FI132
NA,FI1D3,FI1D3,FI1D3,FI1D3,FI133,FI133,FI133
NA,NA,NA,NA,NA,NA,NA,FI14
NA,FI193,FI193,FI193,FI193,FI193,FI193,FI141
NA,FI194,FI194,FI194,FI194,FI194,FI194,FI142
NA,FI195,FI195,FI195,FI195,FI195,FI195,FI143
NA,FI1C4,FI1C4,FI1C4,FI1C4,FI186,FI186,FI176
NA,NA,NA,NA,NA,NA,SE021,SE021
NA,NA,NA,NA,NA,NA,SE025,SE025
NA,UK,UK,UK,UK,UK,UK,UK
NA,UKC1,UKC1,UKC1,UKC1,UKC1,UKC1,UKC1
NA,UKC11,UKC11,UKC11,UKC11,UKC11,UKC11,UKC11
NA,UKC12,UKC12,UKC12,UKC12,UKC12,UKC12,UKC12
NA,UKC13,UKC13,UKC13,UKC13,UKC13,UKC13,UKC13
NA,UKC14,UKC14,UKC14,UKC14,UKC14,UKC14,UKC14
NA,UKD1,UKD1,UKD1,UKD1,UKD1,UKD1,UKD1
NA,UKD11,UKD11,UKD11,UKD11,UKD11,UKD11,UKD11
NA,UKD12,UKD12,UKD12,UKD12,UKD12,UKD12,UKD12
NA,UKC2,UKC2,UKC2,UKC2,UKC2,UKC2,UKC2
NA,UKC21,UKC21,UKC21,UKC21,UKC21,UKC21,UKC21
NA,UKC22,UKC22,UKC22,UKC22,UKC22,UKC22,UKC22
NA,UKC23,UKC23,UKC23,UKC23,UKC23,UKC23,UKC23
NA,UKE,UKE,UKE,UKE,UKE,UKE,UKE
NA,UKE1,UKE1,UKE1,UKE1,UKE1,UKE1,UKE1
NA,UKE11,UKE11,UKE11,UKE11,UKE11,UKE11,UKE11
NA,UKE12,UKE12,UKE12,UKE12,UKE12,UKE12,UKE12
NA,UKE13,UKE13,UKE13,UKE13,UKE13,UKE13,UKE13
NA,UKE2,UKE2,UKE2,UKE2,UKE2,UKE2,UKE2
NA,UKE21,UKE21,UKE21,UKE21,UKE21,UKE21,UKE21
NA,UKE22,UKE22,UKE22,UKE22,UKE22,UKE22,UKE22
NA,UKE3,UKE3,UKE3,UKE3,UKE3,UKE3,UKE3
NA,UKE31,UKE31,UKE31,UKE31,UKE31,UKE31,UKE31
NA,UKE32,UKE32,UKE32,UKE32,UKE32,UKE32,UKE32
NA,UKE4,UKE4,UKE4,UKE4,UKE4,UKE4,UKE4
NA,UKE41,UKE41,UKE41,UKE41,UKE41,UKE41,UKE41
NA,UKE42,UKE42,UKE42,UKE42,UKE42,UKE42,UKE42
NA,UKE44,UKE44,UKE44,UKE44,UKE43,UKE43,UKE43
NA,UKE45,UKE45,UKE45,UKE45,UKE43,UKE43,UKE43
NA,UKF,UKF,UKF,UKF,UKF,UKF,UKF
NA,UKF1,UKF1,UKF1,UKF1,UKF1,UKF1,UKF1
NA,UKF11,UKF11,UKF11,UKF11,UKF11,UKF11,UKF11
NA,UKF12,UKF12,UKF12,UKF12,UKF12,UKF12,UKF12
NA,UKF13,UKF13,UKF13,UKF13,UKF13,UKF13,UKF13
NA,UKF14,UKF14,UKF14,UKF14,UKF14,UKF14,UKF14
NA,UKF15,UKF15,UKF15,UKF15,UKF15,UKF15,UKF15
NA,UKF16,UKF16,UKF16,UKF16,UKF16,UKF16,UKF16
NA,UKF2,UKF2,UKF2,UKF2,UKF2,UKF2,UKF2
NA,UKF21,UKF21,UKF21,UKF21,UKF21,UKF21,UKF21
NA,UKF22,UKF22,UKF22,UKF22,UKF22,UKF22,UKF22
NA,UKF24,UKF24,UKF24,UKF24,UKF23,UKF23,UKF23
NA,UKF25,UKF25,UKF25,UKF25,UKF23,UKF23,UKF23
NA,UKF3,UKF3,UKF3,UKF3,UKF3,UKF3,UKF3
NA,UKF30,UKF30,UKF30,UKF30,UKF30,UKF30,UKF3
NA,UKF3,UKF3,UKF3,UKF3,UKF3,UKF3,UKF3
NA,UKF30,UKF30,UKF30,UKF30,UKF30,UKF30,UKF3
NA,UKH1,UKH1,UKH1,UKH1,UKH1,UKH1,UKH1
NA,UKH11,UKH11,UKH11,UKH11,UKH11,UKH11,UKH11
NA,UKH12,UKH12,UKH12,UKH12,UKH12,UKH12,UKH12
NA,UKH15,UKH15,UKH15,UKH13,UKH13,UKH13,UKH13
NA,UKH16,UKH16,UKH16,UKH13,UKH13,UKH13,UKH13
NA,UKH17,UKH17,UKH17,UKH13,UKH13,UKH13,UKH13
NA,UKH14,UKH14,UKH14,UKH14,UKH14,UKH14,UKH14
NA,UKH2,UKH2,UKH2,UKH2,UKH2,UKH2,UKH2
NA,UKH21,UKH21,UKH21,UKH21,UKH21,UKH21,UKH21
NA,UKH24,UKH24,UKH24,UKH24,UKH22,UKH22,UKH22
NA,UKH25,UKH25,UKH25,UKH25,UKH22,UKH22,UKH22
NA,UKH23,UKH23,UKH23,UKH23,UKH23,UKH23,UKH23
NA,UKJ1,UKJ1,UKJ1,UKJ1,UKJ1,UKJ1,UKJ1
NA,UKJ11,UKJ11,UKJ11,UKJ11,UKJ11,UKJ11,UKJ11
NA,UKJ12,UKJ12,UKJ12,UKJ12,UKJ12,UKJ12,UKJ12
NA,UKJ13,UKJ13,UKJ13,UKJ13,UKJ13,UKJ13,UKJ13
NA,UKJ14,UKJ14,UKJ14,UKJ14,UKJ14,UKJ14,UKJ14
NA,UKJ2,UKJ2,UKJ2,UKJ2,UKJ2,UKJ2,UKJ2
NA,UKJ21,UKJ21,UKJ21,UKJ21,UKJ21,UKJ21,UKJ21
NA,UKJ22,UKJ22,UKJ22,UKJ22,UKJ22,UKJ22,UKJ22
NA,UKJ25,UKJ25,UKJ25,UKJ23,UKJ23,UKJ23,UKJ23
NA,UKJ26,UKJ26,UKJ26,UKJ23,UKJ23,UKJ23,UKJ23
NA,UKJ27,UKJ27,UKJ27,UKJ24,UKJ24,UKJ24,UKJ24
NA,UKJ28,UKJ28,UKJ28,UKJ24,UKJ24,UKJ24,UKJ24
NA,UKH3,UKH3,UKH3,UKH3,UKH3,UKH3,UKH3
NA,UKH31,UKH31,UKH31,UKH31,UKH31,UKH31,UKH31
NA,UKH32,UKH32,UKH32,UKH32,UKH32,UKH32,UKH32
NA,UKH34,UKH34,UKH34,UKH33,UKH33,UKH33,UKH33
NA,UKH35,UKH35,UKH35,UKH33,UKH33,UKH33,UKH33
NA,UKH36,UKH36,UKH36,UKH33,UKH33,UKH33,UKH33
NA,UKH37,UKH37,UKH37,UKH33,UKH33,UKH33,UKH33
NA,UKI3,UKI3,UKI3,UKI1,UKI1,UKI1,UKI1
NA,UKI4,UKI4,UKI4,UKI1,UKI1,UKI1,UKI1
NA,UKI5,UKI5,UKI5,UKI2,UKI2,UKI2,UKI2
NA,UKI6,UKI6,UKI6,UKI2,UKI2,UKI2,UKI2
NA,UKI7,UKI7,UKI7,UKI2,UKI2,UKI2,UKI2
NA,UKI31,UKI31,UKI31,UKI11,UKI11,UKI11,UKI11
NA,UKI32,UKI32,UKI32,UKI11,UKI11,UKI11,UKI11
NA,UKI33,UKI33,UKI33,UKI11,UKI11,UKI11,UKI11
NA,UKI34,UKI34,UKI34,UKI11,UKI11,UKI11,UKI11
NA,UKI41,UKI41,UKI41,UKI12,UKI12,UKI12,UKI12
NA,UKI42,UKI42,UKI42,UKI12,UKI12,UKI12,UKI12
NA,UKI43,UKI43,UKI43,UKI12,UKI12,UKI12,UKI12
NA,UKI44,UKI44,UKI44,UKI12,UKI12,UKI12,UKI12
NA,UKI45,UKI45,UKI45,UKI12,UKI12,UKI12,UKI12
NA,UKI51,UKI51,UKI51,UKI21,UKI21,UKI21,UKI21
NA,UKI52,UKI52,UKI52,UKI21,UKI21,UKI21,UKI21
NA,UKI53,UKI53,UKI53,UKI21,UKI21,UKI21,UKI21
NA,UKI54,UKI54,UKI54,UKI21,UKI21,UKI21,UKI21
NA,UKI61,UKI61,UKI61,UKI22,UKI22,UKI22,UKI22
NA,UKI62,UKI62,UKI62,UKI22,UKI22,UKI22,UKI22
NA,UKI63,UKI63,UKI63,UKI22,UKI22,UKI22,UKI22
NA,UKI71,UKI71,UKI71,UKI23,UKI23,UKI23,UKI23
NA,UKI72,UKI72,UKI72,UKI23,UKI23,UKI23,UKI23
NA,UKI73,UKI73,UKI73,UKI23,UKI23,UKI23,UKI23
NA,UKI74,UKI74,UKI74,UKI23,UKI23,UKI23,UKI23
NA,UKI75,UKI75,UKI75,UKI23,UKI23,UKI23,UKI23
NA,UKJ3,UKJ3,UKJ3,UKJ3,UKJ3,UKJ3,UKJ3
NA,UKJ31,UKJ31,UKJ31,UKJ31,UKJ31,UKJ31,UKJ31
NA,UKJ32,UKJ32,UKJ32,UKJ32,UKJ32,UKJ32,UKJ32
NA,UKJ35,UKJ35,UKJ35,UKJ33,UKJ33,UKJ33,UKJ33
NA,UKJ36,UKJ36,UKJ36,UKJ33,UKJ33,UKJ33,UKJ33
NA,UKJ37,UKJ37,UKJ37,UKJ33,UKJ33,UKJ33,UKJ33
NA,UKJ34,UKJ34,UKJ34,UKJ34,UKJ34,UKJ34,UKJ34
NA,UKJ4,UKJ4,UKJ4,UKJ4,UKJ4,UKJ4,UKJ4
NA,UKJ41,UKJ41,UKJ41,UKJ41,UKJ41,UKJ41,UKJ41
NA,UKJ43,UKJ43,UKJ43,UKJ42,UKJ42,UKJ42,UKJ42
NA,UKJ44,UKJ44,UKJ44,UKJ42,UKJ42,UKJ42,UKJ42
NA,UKJ45,UKJ45,UKJ45,UKJ42,UKJ42,UKJ42,UKJ42
NA,UKJ46,UKJ46,UKJ46,UKJ42,UKJ42,UKJ42,UKJ42
NA,UKK,UKK,UKK,UKK,UKK,UKK,UKK
NA,UKK1,UKK1,UKK1,UKK1,UKK1,UKK1,UKK1
NA,UKK11,UKK11,UKK11,UKK11,UKK11,UKK11,UKK11
NA,UKK12,UKK12,UKK12,UKK12,UKK12,UKK12,UKK12
NA,UKK13,UKK13,UKK13,UKK13,UKK13,UKK13,UKK13
NA,UKK14,UKK14,UKK14,UKK14,UKK14,UKK14,UKK14
NA,UKK15,UKK15,UKK15,UKK15,UKK15,UKK15,UKK15
NA,UKK3,UKK3,UKK3,UKK3,UKK3,UKK3,UKK3
NA,UKK30,UKK30,UKK30,UKK30,UKK30,UKK30,UKK3
NA,UKK4,UKK4,UKK4,UKK4,UKK4,UKK4,UKK4
NA,UKK3,UKK3,UKK3,UKK3,UKK3,UKK3,UKK3
NA,UKK30,UKK30,UKK30,UKK30,UKK30,UKK30,UKK3
NA,UKK41,UKK41,UKK41,UKK41,UKK41,UKK41,UKK41
NA,UKK42,UKK42,UKK42,UKK42,UKK42,UKK42,UKK42
NA,UKK43,UKK43,UKK43,UKK43,UKK43,UKK43,UKK43
